uid,label,direction_std,duration,e2e_distance,hjorthActivityX,hjorthActivityY,hjorthCombinedX,hjorthCombinedY,hjorthComplexityX,hjorthComplexityY,hjorthMobilityX,hjorthMobilityY,mean_step_speed,stddev_step_speed,track_length
lab_2_13,1,7.268358344,146,505.7291765,28997.31859,7457.773498,1112.372934,688.7440682,0.745357252,0.676642794,0.028592824,0.062489657,7.549634571,2.79832869,1102.246647
lab_2_14,1,5.082978143,10,103.2375901,634.1128724,615.3530707,59.06207663,60.02639603,1.285689595,1.690989377,0.119750758,0.164952452,10.46630272,4.782590747,104.6630272
lab_2_15,1,11.20091762,120,586.4366974,34495.14584,10366.44449,2856.697931,2008.568625,0.48368375,0.424452804,0.040056023,0.082240597,11.71621968,3.474658556,1405.946361
lab_2_16,1,8.234338169,110,747.5433098,44732.88163,14954.1523,1410.273623,2107.517681,0.637607394,0.409180051,0.020101564,0.057666538,10.3674002,2.550468974,1140.414022
lab_2_17,1,4.251183642,21,213.7404969,322.3326446,4249.603306,51.10271935,140.7991186,1.035082115,1.418926866,0.164102246,0.047012306,10.69085066,2.715212473,224.5078639
lab_2_18,1,2.856800774,46,549.8881704,19513.14531,6533.550719,230.4257802,146.2162841,1.325694758,1.016211731,0.015654793,0.022742106,12.15789998,1.801960663,559.2633992
lab_2_19,1,3.585482819,39,402.7964747,13308.81938,2094.318594,346.0947563,132.6482943,0.895431129,0.819285862,0.023285613,0.05189128,10.75318595,1.973482441,419.3742521
lab_2_20,1,8.177397048,26,305.851271,7804.228395,1215.673525,279.7694531,297.4657948,1.417098918,0.801246299,0.050800793,0.196058697,13.92191464,3.380871589,361.9697807
lab_3_0,1,5.142692212,73,232.768125,1839.35299,5739.743785,159.8748084,667.9941064,0.756451706,0.487762258,0.065750061,0.056766003,4.975789699,3.443254044,363.232648
lab_3_1,0,0.786482671,299,19.41648784,96.38636424,2.461931369,9.420300437,0.207900129,0.803524785,1.171850111,0.078532321,0.098957994,0.1680124,0.771066651,50.23570752
lab_3_2,0,0.046509132,299,8.062257748,3.715784076,2.715389842,0.401282061,0.22212441,0.172898298,0.218516684,0.018671964,0.017875109,0.04838913,0.023423334,14.46835002
lab_3_3,0,0.071769698,299,5,2.421581412,2.479314212,0.278592141,0.345829645,0.292350548,0.223589473,0.033633627,0.031187603,0.057693298,0.045847702,17.2502961
lab_3_4,0,0.084299936,299,9.848857802,2.05617892,20.97905532,0.36660809,1.465287042,0.225332814,0.192376509,0.040175897,0.013436582,0.087768259,0.022095498,26.2427093
lab_3_5,0,0.142468827,299,6,2.155268493,12.62585396,0.303524137,0.934660622,0.524307901,0.351462375,0.073837716,0.026017887,0.115018799,0.086433343,34.39062088
lab_3_6,0,0.135323132,299,8.062257748,29.76530655,5.535360442,4.9555762,0.566534972,0.135377037,0.234618998,0.022538697,0.024012866,0.128228938,0.050958324,38.34045255
lab_3_7,0,0.063580163,299,8.062257748,17.37155061,2.028491262,1.2613651,0.244961307,0.166778166,0.224799004,0.012109924,0.027146806,0.061555213,0.031312204,18.40500864
lab_3_8,0,0.110746505,299,18.35755975,27.37277008,13.90448868,0.885308247,0.92204461,0.424012433,0.341170609,0.013713691,0.022623955,0.11567428,0.051514871,34.5866098
lab_3_9,0,0.078607198,299,19.31320792,7.926353496,48.76832259,0.353293891,1.973780786,0.394174843,0.216154823,0.017569184,0.008748348,0.078356513,0.064896543,23.42859735
lab_3_10,0,0.093627223,299,12.80624847,14.10106082,9.098688853,0.588963787,0.490753827,0.398427985,0.428538106,0.016641277,0.023113958,0.089563242,0.050783009,26.77940925
lab_3_11,0,0.045696463,299,26.41968963,55.99231312,16.55790351,0.906177914,0.187149472,0.351816615,0.359208381,0.00569379,0.004060034,0.099442831,0.00260939,29.73340657
lab_3_12,1,2.98142397,3,31.144823,69.1875,74.1875,16.01966384,3.828096262,1.528573996,1.060660172,0.353925804,0.054730369,10.66013268,1.740183313,31.98039803
lab_3_13,1,4.276724846,63,444.2881948,21262.56537,199.9997559,655.7573385,59.23008671,0.700020791,0.691182824,0.021589294,0.204694343,7.784264002,2.72562717,490.4086321
lab_3_14,1,5.617339074,34,242.5386567,4836.062041,95.16244898,244.3349981,41.72325522,1.033005824,1.002408987,0.052191116,0.439498631,8.438988415,3.35032103,286.9256061
lab_4_0,1,2.332425961,45,446.6538221,18080.16175,158.7354435,461.0893728,7.308805768,0.660383734,0.962965585,0.016841438,0.044338733,9.948813522,2.231515072,447.6966085
lab_4_1,0,0.30266829,300,607.6205942,12762.83166,18096.47362,26.78914782,23.11748903,0.90388951,1.243533527,0.001897262,0.001588562,2.036008536,0.220296431,610.8025608
lab_4_2,0,0.145518688,300,565.4197801,11418.85683,15724.63721,41.89935066,78.16910722,0.26537221,0.16319265,0.000973733,0.000811251,1.888506602,0.083279512,566.5519806
lab_4_3,0,0.16091734,300,576.4008321,12758.11771,15128.08274,30.14208572,66.25564391,0.259129144,0.269736489,0.000612214,0.00118135,1.924662934,0.114452693,577.3988801
lab_4_4,0,0.181398745,220,315.7169393,5441.018074,3048.893164,30.45749248,11.11160327,0.388776784,0.419775343,0.002176278,0.001529859,1.441736615,0.117247697,317.1820554
lab_4_5,0,0.161260309,300,522.8044284,10681.96467,12246.56752,20.47232065,37.32650505,0.512256318,0.371591815,0.000981755,0.001132581,1.74694257,0.105523001,524.082771
lab_4_6,0,0.191587425,263,458.0220395,8848.125001,8781.399469,34.11199755,26.34617746,0.382402311,0.470184624,0.001474268,0.00141066,1.745376567,0.152605637,459.0340371
lab_4_7,0,0.802109783,165,289.2809504,4307.677973,4618.196683,174.5857563,170.3355395,0.207819533,0.231873327,0.008422712,0.008552314,1.755048897,0.798095491,289.583068
lab_4_8,0,0.132425634,36,66.53355368,268.5726781,125.5095758,3.796359584,1.362235609,0.493643439,0.549217244,0.006977806,0.005961006,1.851739817,0.065348285,66.66263343
lab_4_9,0,0.19004214,300,691.053195,22730.70676,17216.54209,53.61702546,157.904909,0.313268586,0.127935882,0.000738936,0.001173389,2.309073628,0.102256091,692.7220885
lab_4_10,0,0.117993747,15,41.23732062,80.1406525,80.77746218,1.160178537,1.547774299,0.545982406,0.548299086,0.007904067,0.010505941,2.751647273,0.014540197,41.2747091
lab_4_11,0,0.259766751,34,75.07650439,182.8127853,307.885435,5.944582782,8.93017182,0.384294872,0.387690364,0.012496241,0.011244902,2.210357231,0.240101505,75.15214587
lab_4_12,1,8.122899771,170,398.4241682,6682.10161,7000.594297,220.4849012,441.2478716,1.218480433,1.408561809,0.040205395,0.088781734,4.38140879,7.603189795,525.7690547
lab_4_13,0,0.169624878,280,617.1710669,18059.72503,14088.00395,32.86908837,80.35684903,0.329424087,0.220478272,0.000599559,0.00125759,2.208946785,0.088015191,618.5050997
lab_4_14,0,0.197141495,106,177.1312347,1111.468509,1602.090399,11.29828803,11.7004546,0.460263575,0.412425481,0.004678666,0.003012043,1.679557432,0.101772509,178.0330878
lab_4_15,0,0.581169218,82,181.3731317,940.9633205,1615.672152,35.90923067,21.69859318,0.429569379,0.539702175,0.016393313,0.007248239,2.223714282,0.534050661,182.3445711
lab_4_16,0,0.234726448,107,286.5416758,4259.658674,2688.577588,15.53653248,21.64773928,0.435435568,0.504435888,0.001588193,0.004061589,2.683376646,0.161411997,287.1213011
lab_4_17,0,0.158487055,159,327.6298192,4093.513121,5052.470762,18.55838496,21.69758014,0.379516216,0.373515177,0.001720578,0.001604042,2.06417644,0.10110134,328.2040539
lab_4_18,0,4.576889974,129,291.3470727,2997.026159,3638.154501,108.2774425,153.9532118,1.429732483,1.409977107,0.051653796,0.059665004,2.709727418,4.569754728,292.6505611
lab_4_19,0,0.217651488,88,226.3792873,2077.415988,2281.692188,16.54246073,14.73434058,0.476647707,0.428181661,0.003795545,0.002765042,2.573194707,0.209178752,226.4411342
lab_4_20,0,0.287540724,32,56.59339626,116.5838037,153.7751176,0.800186899,3.665412952,1.031878242,0.937757347,0.00708242,0.022352562,1.772961356,0.25890979,56.7347634
lab_4_21,0,0.119811376,31,84.08465765,383.4188639,240.6830775,6.397009224,0.528234017,0.364679165,0.372477576,0.006084354,0.000817487,2.713152747,0.101566644,84.10773516
lab_4_22,0,0.430250759,26,39.9906239,72.01370707,90.89491832,5.675368747,5.030194877,0.41725385,0.620688481,0.032883593,0.034349379,1.541729207,0.417062593,40.08495938
lab_4_23,0,0.212787946,20,39.85156905,68.06807739,76.58853038,2.516358114,3.165374448,0.450357853,0.449314072,0.016648944,0.018569977,1.992611413,0.212479073,39.85222826
lab_5_0,0,40.0880219,299,562.9211929,15767.65904,11318.18093,2732.300329,1926.208742,1.415729314,1.416856502,0.245324792,0.241130743,5.154319339,39.79983636,1541.141482
lab_5_1,0,0.151484766,43,98.3073711,563.0117989,300.4132191,1.167408827,5.294295723,0.477236051,0.489936403,0.000989552,0.008634334,2.288727453,0.107082741,98.4152805
lab_5_2,0,0.166486307,299,547.8226898,11833.53758,13204.65415,9.17894923,17.84258564,1.102881198,0.889074963,0.000855475,0.001201349,1.834653999,0.136589192,548.5615457
lab_5_3,0,0.029444425,56,7.384793633,1.199394174,3.431881969,0.065572748,0.130822654,0.300360866,0.330143877,0.016421197,0.012585019,0.132535746,0.026292469,7.422001768
lab_5_4,0,0.189633828,30,69.83408058,207.6187429,221.3195651,7.187471689,0.652407298,0.378677434,0.382253949,0.013109285,0.001126811,2.332293871,0.122603566,69.96881612
lab_5_5,0,0.180081342,68,130.4704785,1084.158309,447.1832457,13.14369396,2.204332791,0.43472192,0.461624689,0.005270311,0.00227552,1.922132781,0.138496434,130.7050291
lab_5_6,1,0.773246665,54,132.9940509,1580.140626,124.1587159,36.4304951,7.652415144,0.642674477,0.729503711,0.014817004,0.044962331,2.535990183,0.481983493,136.9434699
lab_5_7,0,0.000687184,6,9.740796939,8.024270286,2.519022531,0.000703794,0.00044362,1.897366596,1.788854382,0.000166414,0.000315031,1.623466188,0.000609083,9.740797126
lab_5_8,0,0.110032141,299,39.11933673,106.8874477,52.88747911,3.136958557,1.70055682,0.224144117,0.369901233,0.006578236,0.011893894,0.141535357,0.095876611,42.31907178
lab_5_9,1,0.651401213,41,98.17047916,506.7420855,298.027715,14.31453812,27.10552968,0.595752539,0.337500965,0.016828921,0.03069561,2.42630301,0.520132529,99.47842343
lab_5_10,0,0.227120876,112,238.9322216,2986.190732,1767.391395,22.75182958,13.88815682,0.398385503,0.469652755,0.003035305,0.00369053,2.135722094,0.203331724,239.2008745
lab_5_11,0,0.323225276,157,365.6557587,7162.316496,4289.03508,13.06375871,14.81468776,1.022305576,1.247002848,0.001864642,0.004307253,2.335711264,0.270647957,366.7066685
lab_5_12,0,0.313330543,137,322.5209212,5549.95145,3216.36427,19.90673138,13.15133808,0.927740896,0.826350536,0.003327649,0.003378851,2.358828174,0.276060481,323.1594599
lab_5_13,0,0.167743323,299,37.96532646,114.6188894,25.87177746,3.378345321,1.251697798,0.355773933,0.506472843,0.010486293,0.024503571,0.175695678,0.115720928,52.53300768
lab_5_14,0,0.000489898,10,25.30537722,31.49140636,32.54416,0.001428511,8.60E-14,1.924500897,1.885618083,8.73E-05,4.98E-15,2.530537746,0.000343543,25.30537746
lab_5_15,0,0.291749668,299,740.233688,26007.39359,19237.39248,52.22686482,56.22328756,0.590976904,0.543219355,0.001186773,0.001587615,2.482389034,0.227909864,742.2343213
lab_5_16,0,0.266411676,242,616.9241314,18722.95097,13374.70933,65.40579398,60.01260267,0.39988597,0.357619421,0.001396941,0.001604646,2.555784596,0.194253665,618.4998723
lab_5_17,0,0.082339298,97,223.544481,1886.966172,2334.134674,8.748911302,12.02098699,0.309751684,0.215975472,0.001436162,0.001112292,2.305621751,0.044582253,223.6453099
lab_5_18,0,0.316804237,249,575.1452374,15792.89647,12193.90313,44.26969059,49.82757323,0.443320024,0.610858939,0.001242688,0.002496134,2.323016395,0.198063757,578.4310823
lab_5_19,0,1.437395779,299,547.0696812,15116.68628,9579.036704,109.7982603,75.41550747,1.1860172,1.261119586,0.008614495,0.009928762,1.992515851,1.201523757,595.7622395
lab_5_20,0,0.275580354,299,540.4398671,14938.05907,9456.22474,31.13631148,96.5429231,0.555054178,0.238253096,0.001156933,0.002432435,1.82029902,0.17169865,544.2694071
lab_5_21,0,0.128343465,295,478.6789601,10068.05328,9168.10093,23.20830447,33.39860639,0.342578722,0.289449005,0.000789693,0.001054438,1.624907726,0.095442437,479.3477791
lab_5_22,0,0.268368389,281,679.8602295,22623.60713,16067.77271,62.78769414,53.93745828,0.45332845,0.447205154,0.00125813,0.001501211,2.426581502,0.19331893,681.8694022
lab_5_23,0,0.157071293,285,477.3101208,9181.86907,9564.140684,41.91997359,22.53705819,0.320028991,0.308975898,0.001461098,0.000728075,1.679714856,0.089954597,478.7187341
lab_5_24,1,1.316911041,36,202.7122431,3690.77449,178.4280557,46.87215529,20.71587211,0.899810714,0.721574065,0.01142743,0.083776265,5.738974968,0.710919635,206.6030989
lab_5_25,1,0.097008505,10,30.35641324,92.78721969,0.171416975,1.322495782,0.0131131,0.688389298,0.690469461,0.009811609,0.052819713,3.035755907,0.09335401,30.35755907
lab_5_26,0,0.194457955,90,229.7709613,2655.434905,1726.720389,25.67792394,23.92630411,0.288973081,0.226969966,0.002794355,0.00314501,2.558462457,0.099736111,230.2616211
lab_5_27,0,0.574048697,249,495.8628388,13009.21637,7823.051951,41.30233112,44.57659993,1.214197084,0.732299948,0.003854896,0.004172725,2.009692674,0.506368467,500.4134757
lab_5_28,0,0.164846543,184,356.2626411,4368.509378,6421.405665,18.66169167,24.90596474,0.35628054,0.420182407,0.001521983,0.001629713,1.94002237,0.111340804,356.9641161
lab_5_29,0,0.214343662,246,579.5151994,16147.82504,12224.37845,47.2587093,81.60596432,0.316746478,0.242616374,0.000927,0.001619628,2.363076035,0.106706682,581.3167046
lab_5_30,0,0.198157563,158,335.2574912,3491.743867,5695.732913,22.30681063,48.89409179,0.405906689,0.193941159,0.002593112,0.001664856,2.126831827,0.135054262,336.0394286
lab_5_31,0,0.100088361,38,81.93858609,251.6655532,330.2932764,3.937286197,2.850424403,0.34107948,0.340474813,0.005336159,0.002938291,2.156461809,0.096059697,81.94554875
lab_5_32,0,0.078167281,233,420.3626314,7231.736452,7635.12718,17.69956421,28.30181341,0.176283475,0.213096745,0.000431451,0.000789905,1.805228613,0.04636942,420.6182668
lab_5_33,0,0.188332839,53,122.9972511,861.0260201,418.6964361,6.639304966,5.508314954,0.587925654,0.495239245,0.004533449,0.006515302,2.324296813,0.137023013,123.1877311
lab_5_34,0,0.169776856,213,379.3790742,5793.29869,6538.528169,19.60779488,13.76422748,0.451849022,0.726066567,0.001529312,0.00152844,1.786576341,0.096779186,380.5407607
lab_5_35,0,0.311077176,198,279.4444666,3352.052013,3472.572014,16.73359201,14.86086433,0.725430798,0.911244211,0.003621383,0.003899668,1.427797608,0.223677066,282.7039264
lab_5_36,0,0.095817211,191,443.2310667,7747.888521,8677.41661,21.38432839,66.05863386,0.223927453,0.111226949,0.000618044,0.000846738,2.322096427,0.046342473,443.5204175
lab_5_37,0,0.058743639,134,238.0920261,2136.306218,2705.570489,7.873074109,12.74037942,0.162776756,0.211435628,0.000599892,0.000995638,1.777471439,0.03295824,238.1811728
lab_5_38,0,0.050200256,188,354.5268493,4692.856102,5798.773737,4.208914612,7.930005255,0.509881691,0.376676125,0.000457301,0.000515116,1.886033214,0.039612973,354.5742443
lab_5_39,1,1.449757321,152,251.8279123,1470.822585,2755.653308,152.9299761,78.68736345,0.34034526,0.340105221,0.035387676,0.009711665,1.957828191,1.006760803,297.589885
lab_5_40,0,0.097714591,162,381.2990302,6569.779057,5632.642572,15.98251569,24.73953779,0.202134436,0.270649969,0.000491739,0.001188741,2.355105676,0.054021691,381.5271195
lab_5_41,0,0.215340087,161,330.7505441,3814.98703,5478.99152,14.72557253,16.4031637,0.643031765,0.682407521,0.002482056,0.002043011,2.062433677,0.114444569,332.0518219
lab_5_42,1,2.301663496,124,171.9513012,1277.063548,1462.186699,75.9486262,175.1925025,0.483018465,0.449641699,0.028725735,0.053874006,2.419584534,1.168851416,300.0284822
lab_5_43,0,0.27075287,103,144.1833176,944.0094825,827.625436,11.84665945,9.009128591,0.550672253,0.536479423,0.006910552,0.005839854,1.408624355,0.220524527,145.0883086
lab_5_44,0,0.130655594,38,55.00960702,142.6946009,123.2906127,1.607804432,4.215589628,0.325742297,0.324185502,0.003670285,0.011084648,1.44888891,0.115754305,55.05777857
lab_5_45,0,0.13337868,65,159.69737,939.9194962,1217.849579,13.55201807,0.492615981,0.301531337,0.348332629,0.004347562,0.000140899,2.458926221,0.087999438,159.8302044
lab_5_46,0,0.293360371,52,110.6601956,422.7073832,629.0855768,3.433650467,11.24275122,0.608396974,0.613952022,0.004942006,0.010972291,2.144717982,0.122362116,111.5253351
lab_5_47,0,0.000481046,22,47.90271784,100.9653981,107.6420965,0.002421799,0.001964651,1.600264528,1.518144231,3.84E-05,2.77E-05,2.177396288,0.00036216,47.90271834
lab_6_0,0,0.129488111,299,13.60404002,7.478124579,20.68473061,0.709353274,0.421425034,0.369328707,0.940146211,0.035033453,0.019154281,0.105782328,0.0874493,31.62891598
lab_6_1,0,0.164412934,299,7.412977877,13.45548232,6.216080892,1.103700284,0.402012187,0.349804545,0.78334164,0.028693091,0.050661002,0.125170889,0.109446483,37.42609595
lab_6_2,0,0.107765022,299,8.255245121,5.13083173,8.12630034,0.359931971,0.566440882,0.468521589,0.392113502,0.032867166,0.027332132,0.08623569,0.070277956,25.78447119
lab_6_3,0,0.247225869,299,5.830951895,2.203128888,3.206374157,0.246837918,0.130991101,1.369759638,1.313445848,0.15346747,0.053658653,0.088216004,0.232236505,21.08362496
lab_6_4,0,0.125298709,299,12.41921918,9.814589215,19.74058148,0.600665055,1.197930743,0.402078713,0.366351911,0.024607717,0.022231575,0.113282888,0.067764155,33.87158345
lab_6_5,0,0.015011477,62,2.121320344,0.238900077,0.238900077,0.014812256,0.014812256,0.350263869,0.350263869,0.021717022,0.021717022,0.034214844,0.015011477,2.121320344
lab_6_6,1,1.931678831,290,908.5718402,58527.26478,9978.58695,810.7996412,292.6224699,0.421858771,0.449318658,0.005844164,0.013176288,3.416947817,1.368056827,990.9148671
lab_6_7,0,0,44,0,0,3.23E-27,0,0,10000,10000,10000,0,0,0,0
lab_6_8,0,0.051445996,299,7.16894539,1.309334733,7.042569979,0.215788116,0.333296243,0.229518748,0.22140844,0.037826399,0.010478363,0.048991772,0.028659462,14.64853989
lab_6_9,0,0.076197351,299,21.40458479,35.2457829,3.145186075,1.112742821,0.439207316,0.296810126,0.210248611,0.009370577,0.029360021,0.086662405,0.058484159,25.91205908
lab_6_10,0,0.132199197,299,5.707603525,8.031737465,6.923729536,0.542420473,0.572462885,0.509316551,0.410453632,0.034396508,0.033936836,0.104266968,0.083483029,31.17582336
lab_6_11,0,0.313295117,154,581.9237399,22165.96781,6387.795964,51.96698326,49.32529711,0.479552122,0.429116503,0.001124286,0.003313553,3.789643378,0.124595104,583.6050802
lab_6_12,0,0.068026575,299,8.009605483,1.427219364,8.281547708,0.273923609,0.270603821,0.279358823,0.243599003,0.053616829,0.007959722,0.065200708,0.033076855,19.49501179
lab_6_13,0,0.648825242,61,345.5974161,8009.305187,2449.811111,49.17790277,54.12408744,0.737902164,0.463200574,0.00453079,0.010233568,5.694566472,0.301882542,347.3685548
lab_6_14,0,1.767558249,7,43.0909787,159.7739931,66.32368936,18.06435079,1.796900921,1.227469196,0.982905647,0.138779996,0.026629762,6.237849788,1.451906293,43.66494851
lab_6_15,1,3.22059664,230,959.7218428,94028.32714,8710.71682,3226.48544,617.6413068,0.243213787,0.295464121,0.008345631,0.020950152,4.812656725,2.149891586,1106.911047
lab_6_16,0,0.066586905,299,8.448083392,1.54013762,5.184466626,0.207344543,0.2690481,0.326600155,0.322955789,0.043969291,0.016759803,0.068719256,0.022578626,20.54705741
lab_6_17,0,0.224065081,299,12.29074855,3.289957927,7.744948674,0.256749992,0.242095348,1.385642452,1.245230636,0.108136242,0.038924021,0.080927545,0.214877995,19.82724864
lab_6_18,0,0,44,0,1.29E-26,0,0,0,10000,10000,0,10000,0,0,0
lab_6_19,1,2.760043353,79,70.04864381,62.75680514,816.1456468,24.17875135,151.3044427,0.486346198,0.439347298,0.187377986,0.081450166,2.643672742,1.189561223,208.8501466
lab_6_20,0,0.282884361,286,17.79928215,30.8022199,7.604225134,0.820133666,0.582569974,0.964181905,1.156779747,0.025672112,0.088622461,0.184474838,0.226920353,44.27396101
lab_6_21,0,0.077831488,299,8.912609719,5.843425774,2.536378846,0.249106338,0.226575621,0.47225778,0.426939736,0.020132438,0.038138678,0.072843,0.040498866,21.78005711
lab_6_22,1,5.74104867,220,768.4541707,21260.63131,22558.24099,568.424819,343.3789479,1.266856261,1.280389282,0.033870704,0.019489938,4.712716965,5.190091001,900.1289403
lab_6_23,0,0.000586302,8,47.79250312,181.0023491,56.92705358,0.00340586,0.001543873,1.912365775,1.616244071,3.60E-05,4.38E-05,5.974062907,0.000371223,47.79250325
lab_6_24,0,0.723253058,31,165.7020085,2327.284472,3.866435624,69.96812596,1.266471092,0.46327953,0.415495291,0.013928164,0.136097643,5.352488597,0.667384942,165.9271465
lab_6_25,0,0.280763283,116,514.2924572,18462.98388,4169.320479,39.58071946,31.75678457,0.405428967,0.517908961,0.000869154,0.003944797,4.441604248,0.085997484,515.2260928
lab_6_26,0,0.907288219,35,168.0379296,1597.654279,897.5067342,148.3721185,9.782074795,0.232874022,0.843881602,0.021626714,0.009197606,4.828330829,0.748864499,168.991579
lab_6_27,0,0.523080149,14,66.12764185,371.3821011,43.97798291,5.165730975,4.190894387,0.761942446,0.762008416,0.010598221,0.072615809,4.751118558,0.10498139,66.51565981
lab_6_28,0,0.095858831,288,3.064647614,3.279012211,0.887992095,0.333738302,0.149402761,0.331571615,0.465825238,0.033747403,0.078374095,0.073491306,0.062459405,21.16549605
lab_6_29,1,4.450688957,251,608.7986944,12222.52738,5440.427147,494.4896867,381.8658383,0.666822097,0.638085906,0.02697778,0.044787514,4.241777012,2.881764954,1013.784706
lab_6_30,1,0.26979185,37,229.2695535,4377.119324,225.3225227,16.3215522,5.064335238,0.347682846,0.758176694,0.001296452,0.017040733,6.201460983,0.10471169,229.4540564
