uid,label,direction_std,duration,e2e_distance,hjorth_activity,hjorth_complexity,mean_step_speed,stddev_step_speed,track_length
lab_6_11,0,0.313295117,154,581.9237399,30498.66359,0.499271733,3.789643378,0.124595104,583.6050802
lab_6_12,0,0.068026575,299,8.009605483,7.377796624,0.004599256,0.065200708,0.033076855,19.49501179
lab_6_13,0,0.648825242,61,345.5974161,0,0,5.694566472,0.301882542,347.3685548
lab_6_14,0,1.767558249,7,43.0909787,0,0,6.237849788,1.451906293,43.66494851
lab_6_15,1,3.22059664,230,959.7218428,97136.87291,5.550295118,4.812656725,2.149891586,1106.911047
lab_6_16,0,0.066586905,299,8.448083392,9.308221727,0.001598923,0.068719256,0.022578626,20.54705741
lab_6_17,0,0.224065081,299,12.29074855,15.87304163,0.196647552,0.080927545,0.214877995,19.82724864
lab_6_18,0,0,44,0,0,0,0,0,0
lab_6_19,1,2.760043353,79,70.04864381,0,0,2.643672742,1.189561223,208.8501466
lab_6_20,0,0.282884361,286,17.79928215,50.28703748,0.428534907,0.184474838,0.226920353,44.27396101
lab_6_21,0,0.077831488,299,8.912609719,6.345568721,0.00580907,0.072843,0.040498866,21.78005711
lab_6_22,1,5.74104867,220,768.4541707,71375.19253,175.3073985,4.712716965,5.190091001,900.1289403
lab_6_23,0,0.000586302,8,47.79250312,0,0,5.974062907,0.000371223,47.79250325
lab_6_24,0,0.723253058,31,165.7020085,0,0,5.352488597,0.667384942,165.9271465
lab_6_25,0,0.280763283,116,514.2924572,10587.9779,0.198155689,4.441604248,0.085997484,515.2260928
lab_6_26,0,0.907288219,35,168.0379296,0,0,4.828330829,0.748864499,168.991579
lab_6_27,0,0.523080149,14,66.12764185,0,0,4.751118558,0.10498139,66.51565981
lab_6_28,0,0.095858831,288,3.064647614,7.306691169,0.02609218,0.073491306,0.062459405,21.16549605
lab_6_29,1,4.450688957,251,608.7986944,12791.78648,46.17574454,4.241777012,2.881764954,1013.784706
lab_6_30,1,0.26979185,37,229.2695535,0,0,6.201460983,0.10471169,229.4540564
lab_6_31,0,0.183701259,86,378.8604624,0,0,4.408831064,0.055682674,379.1594715
lab_6_32,0,0.1931192,212,3.716582974,2.826855043,0.214686022,0.10231435,0.164724427,21.69064228
lab_6_33,1,1.790654764,87,623.9631771,0,0,7.3346622,0.920121307,638.1156114
lab_6_34,0,0.537866831,179,633.7655762,47577.614,1.113558285,3.553877142,0.441626762,636.1440084
lab_6_35,1,2.642411001,38,250.452657,0,0,7.026036758,1.027896356,266.9893968
lab_6_36,1,2.292038447,48,337.1736272,0,0,7.319061302,1.013749308,351.3149425
lab_6_37,0,0.34554113,148,671.4801746,41438.54658,0.542938325,4.549383271,0.084471721,673.3087242
lab_6_38,1,2.536284638,46,44.00639158,0,0,2.453844241,1.151775966,112.8768351
lab_6_39,0,2.11909812,74,465.8631773,0,0,6.457719191,1.555991492,477.8712202
lab_6_40,0,2.184243013,75,431.0420513,0,0,6.113580972,0.652431956,458.5185729
lab_6_41,0,0.413656111,15,66.40877201,0,0,4.429797287,0.385438616,66.44695931
lab_7_0,0,0.000565685,5,23.60637715,0,0,4.721275462,0.000106325,23.60637731
lab_7_1,0,0.599670595,219,622.6793349,1555.224087,4.579200547,2.847127434,0.581152054,623.520908
lab_7_2,0,0.459933098,192,984.275605,3404.382625,2.693218896,5.13670668,0.325765685,986.2476826
lab_7_3,0,0.21503614,96,397.3883115,0,0,4.141103713,0.180673009,397.5459564
lab_7_4,0,0.269355238,37,169.7528771,0,0,4.588801174,0.253821916,169.7856435
lab_7_5,0,0.17580088,100,471.4476706,14.38100885,0.002138939,4.716508088,0.108388265,471.6508088
lab_7_6,0,1.15688391,34,159.891519,0,0,4.813652067,0.531454348,163.6641703
lab_7_7,0,0.990685716,70,362.65389,0,0,5.182267205,0.982823032,362.7587044
lab_7_8,0,0.311605109,206,1070.843827,4308.520449,0.970467143,5.203684989,0.201944907,1071.959108
lab_7_9,0,0.255691379,146,698.0683917,1366.855119,0.727007922,4.785161687,0.168354289,698.6336063
lab_7_10,0,49.45054927,179,853.1644518,0,0,10.29373105,49.44750359,854.3796769
lab_7_11,0,0.101943011,28,124.5588147,0,0,4.449414241,0.050163836,124.5835988
lab_7_12,0,0.358095133,55,265.9053589,0,0,4.842794471,0.222138896,266.3536959
lab_7_13,0,0.538024526,57,195.4634422,0,0,3.439264516,0.469283897,196.0380774
lab_7_14,0,0.289722574,20,96.82915786,0,0,4.846134837,0.196547297,96.92269674
lab_7_15,1,1.513620706,44,245.4204106,0,0,5.654230664,1.196607234,248.7861492
lab_8_0,0,0.028049737,62,280.6631446,0,0,4.526900274,0.010222002,280.667817
lab_8_1,0,0.14279435,124,511.3330259,808.2902026,0.109581498,4.125146217,0.089869739,511.5181309
lab_8_2,0,45.15352344,342,866.9080305,6857.600545,70150.35903,2.601184595,45.14933458,892.2063159
lab_8_3,1,3.32037658,29,331.8994426,0,0,11.70303325,2.246675771,339.3879641
lab_8_4,0,0.272156726,51,210.9236916,0,0,4.137431394,0.245418872,211.0090011
lab_8_5,0,457.0644037,328,1253.031043,59788.31203,139737.9534,431.6237008,150.3772924,255521.2309
lab_8_6,0,365.4383327,29,277.8235267,0,0,331.5411838,153.8066736,16577.05919
lab_8_8,0,0.179938848,240,1190.597017,8383.523624,0.823695918,4.963408822,0.081822357,1191.218117
lab_8_9,0,0.13846815,151,734.119729,3467.396126,0.416688211,4.862645591,0.100862398,734.2594842
lab_8_10,0,285.9416195,113,575.5919914,1076.558516,273043.5519,95.37975412,269.6084345,11350.19074
lab_9_0,1,3.955733342,203,514.8104388,25680.21907,1.98579278,4.329483457,1.826131485,878.8851418
lab_9_1,0,0.200952441,300,3.812947548,4.544828839,0.033659204,0.176787262,0.096383023,53.03617869
lab_9_2,0,0.284695986,300,22.61675432,34.79784975,0.045609956,0.267962359,0.122194549,80.38870755
lab_9_3,0,0.224864398,300,10.09929428,53.14041101,0.070667874,0.194332741,0.118034186,58.29982227
lab_9_4,0,0.248793041,300,8.44176818,44.81610053,0.047362116,0.222303306,0.115199972,66.69099175
lab_9_5,0,0.414886169,300,15.09439436,55.63016624,0.244583036,0.359193714,0.213639819,107.7581142
lab_9_6,0,0.220805538,300,16.83895781,24.08289378,0.113183961,0.18299254,0.135718006,54.89776192
lab_9_7,0,0.505287737,131,7.065321295,0.947416445,0.000853829,0.394267307,0.323379515,40.60953257
lab_9_8,0,0.81689429,63,191.4502938,0,0,3.062547152,0.723184102,192.9404706
lab_10_0,0,0.182679046,226,226.5959132,4718.982522,0.094172474,1.008082687,0.149737938,227.8266874
lab_10_1,0,0.212405084,275,415.0784411,11858.09561,0.504486394,1.515430248,0.16371757,416.7433183
lab_10_2,0,0.194202452,299,498.5466295,11854.95521,0.146301813,1.674747428,0.11441947,500.749481
lab_10_3,0,0.180856407,299,324.6360514,4897.527572,0.054610337,1.094556735,0.116122466,327.2724637
lab_10_4,0,0.142826999,299,332.8837492,4584.723471,0.093012097,1.118868195,0.089570639,334.5415902
lab_10_5,0,0.309422631,295,199.4790094,2300.626957,0.328582353,0.699871132,0.251334929,206.4619838
lab_10_6,1,2.059748372,183,75.85040799,2411.683906,2.02788309,1.969884425,0.730694842,360.4888498
lab_10_7,0,0.170744783,120,217.125901,1718.195843,0.030806544,1.813522507,0.118974615,217.6227008
lab_10_8,0,0.313477465,76,125.9814996,0,0,1.674748556,0.203207434,127.2808903
lab_11_0,0,0.375316302,71,321.0359057,0,0,4.529234853,0.268429148,321.5756746
lab_11_1,0,0.535595267,144,760.0633467,48235.3434,0.867957934,5.300185444,0.233406249,763.226704
lab_11_2,0,0.244764674,299,8.652326912,10.23555322,0.020520568,0.212355494,0.125109038,63.49429262
lab_11_3,0,0.130012352,299,6.212810153,11.60109926,0.004068632,0.116215967,0.061877396,34.74857417
lab_11_4,0,0.755789287,77,340.5886138,0,0,4.449893778,0.578459496,342.6418209
lab_11_5,0,0.509017974,143,470.657171,17329.58319,1.106315374,3.300253418,0.44737107,471.9362387
lab_11_6,0,0.52561599,290,3.568331823,7.294012992,0.18455662,0.282594836,0.443724656,46.06295819
lab_11_7,0,0.151292089,299,9.126655521,12.73848177,0.02212222,0.127865494,0.086437388,38.23178279
lab_11_8,0,0.376009707,299,9.782868547,8.206324341,0.124607033,0.170332312,0.339231491,32.0224746
lab_11_9,0,0.348658219,299,7.504600522,7.718454787,0.000107448,0.076037532,0.34520313,9.808841627
lab_11_10,0,0.19939738,299,11.88481018,18.85776119,0.029034517,0.176227186,0.101406311,52.69192852
lab_11_11,0,0.217535914,299,5.396132782,7.971606132,0.031210833,0.135019514,0.171944879,33.48483944
lab_11_12,0,0.524466051,269,728.9411879,36754.44028,1.371898403,2.729279882,0.411354468,734.1762882
lab_11_13,0,0.579839863,92,414.7942766,0,0,4.514310024,0.53384902,415.3165222
lab_11_14,1,2.292683603,138,504.3494688,19656.61447,1.908586209,4.049976633,1.486931566,558.8967754
lab_11_15,0,0.152255453,151,8.337652667,6.480697048,0.010996822,0.1337234,0.091370721,20.19223339
lab_11_16,0,0.000625489,131,2.983809645,0.577984855,5.38E-07,0.022781148,0.000458398,2.984330406
lab_11_17,0,0.000543126,299,3.437284539,0.05013914,9.84E-07,0.011504507,0.000312785,3.439847457
lab_11_18,1,3.899611819,139,821.1237335,65342.34004,5.408797298,6.654058105,2.414009982,924.9140766
lab_11_19,1,2.885324178,45,200.5874041,0,0,4.961225525,1.892253723,223.2551486
lab_11_20,1,2.989742245,134,254.9995135,2771.853763,5.590402022,2.791935667,2.182886231,374.1193794
lab_11_21,1,1.566985208,106,605.7107911,7568.900633,0.07861282,5.888028177,0.662760346,624.1309868
lab_11_22,0,0.002944072,298,3.399084877,0.237122121,5.03E-05,0.011415257,0.002909247,3.40174659
lab_11_23,0,0.433509417,237,932.0147203,77381.28361,0.86552892,3.952112599,0.183570726,936.650686
lab_11_24,0,0.047642208,293,5.942432162,4.432186907,0.002129652,0.049630276,0.014763074,14.54167082
lab_11_25,1,1.810310195,187,268.6357999,3387.347652,3.925932336,1.881870616,1.341445669,351.9098051
lab_11_26,1,3.006908425,64,174.7469599,0,0,3.107962878,2.614816479,198.9096242
lab_11_27,1,2.577800782,156,396.4025462,22971.45385,3.323289498,3.357565245,1.352296844,523.7801782
lab_11_28,0,0.956779173,38,63.18827405,0,0,1.717124653,0.855556639,65.25073681
lab_11_29,1,3.327745434,180,894.1656824,90044.97054,20.97873382,5.596522691,2.104696006,1007.374084
lab_11_30,1,2.983076142,179,931.9860868,82736.04002,6.889466741,5.482196658,2.439921983,981.3132017
lab_11_31,1,1.243490042,38,146.8866694,0,0,4.01634198,0.597394909,152.6209952
lab_11_32,1,3.343153176,218,748.0266791,93667.68326,18.14653704,4.067497246,2.531019997,886.7143996
lab_11_33,0,0.470914485,206,868.1183715,85294.22064,0.653624587,4.237310095,0.16175868,872.8858795
lab_11_34,0,1.8890155,144,566.5562742,37522.91103,3.650466709,4.088303306,1.527679655,588.715676
lab_11_35,0,1.048775659,44,179.9893776,0,0,4.120585081,0.924267806,181.3057436
lab_11_36,1,3.348625231,137,357.1823764,22140.76031,3.108381845,3.850368713,1.78473819,527.5005137
lab_11_37,0,0.818371504,123,788.6298244,33008.82973,1.19454699,6.443374486,0.511455783,792.5350618
lab_11_38,1,2.707919212,97,559.03754,0,0,6.308894096,0.863715476,611.9627274
lab_11_39,0,1.192979893,29,118.2020376,0,0,4.085958171,1.158175807,118.492787
lab_11_40,1,2.506778439,21,59.03386974,0,0,3.62860653,1.009773281,76.20073713
lab_12_0,0,0.241960256,93,140.5513604,0,0,1.515106738,0.216884745,140.9049266
lab_12_1,0,0.147504871,128,155.1650468,1455.25303,0.037449221,1.217902354,0.089250594,155.8915013
lab_12_2,0,0.147179985,299,414.0090596,9033.514879,0.115429375,1.388559145,0.10396691,415.1791845
lab_12_3,0,0.17834221,299,311.9121748,4145.616445,0.077674669,1.049381293,0.137254548,313.7650067
lab_12_4,0,0.31015845,216,310.7975604,10152.58544,0.132467093,1.457198992,0.20769712,314.7549822
lab_12_5,0,0.19132865,191,286.0817582,9296.490854,0.072856644,1.50090063,0.165346616,286.6720203
lab_12_6,0,0.247512914,136,188.6452204,2597.689978,0.086179489,1.405229965,0.10310215,191.1112753
lab_12_7,0,0.227211887,271,583.7450792,21966.23026,0.357891648,2.160513563,0.153943203,585.4991756
lab_12_8,0,0.162254622,27,52.5594901,0,0,1.949467914,0.123850724,52.63563367
lab_12_9,0,0.38188518,299,2.192436544,6.909672004,0.30149446,0.063049969,0.376797685,12.86219376
lab_12_10,0,0,299,0,8.27E-25,0,0,0,0
lab_12_11,0,0.151406113,299,324.4085357,5068.602104,0.097902377,1.091668251,0.09144575,326.4088072
lab_12_12,0,0.16708442,131,209.3477868,2669.21549,0.094424727,1.602855727,0.112309822,209.9741002
lab_12_13,0,0.256439917,107,186.7578203,711.6943938,0.444575665,1.75292642,0.198575473,187.5631269
lab_12_14,0,0.070016688,87,62.19461432,0,0,0.716484599,0.051053527,62.33416014
lab_12_15,0,0.141732573,174,233.4217794,5204.951891,0.155982272,1.347080465,0.071390552,234.392001
lab_12_16,1,1.114267272,231,515.2734187,28989.53379,1.386613214,2.361834091,0.799375194,545.583675
lab_12_17,0,0.191293813,213,307.1634989,7571.152758,0.12487278,1.44861785,0.133043555,308.555602
lab_12_18,0,0.10441432,83,117.8988967,0,0,1.422316609,0.075159544,118.0522786
lab_12_19,0,0.376138376,19,39.48756205,0,0,2.087259575,0.322689103,39.65793192
lab_13_0,1,1.204889323,296,329.290668,7280.464729,1.345179945,1.503277244,0.655363954,444.9700643
lab_13_1,1,2.568242525,299,353.9629726,3935.998676,16.51164883,2.255249592,1.706210718,674.319628
lab_13_2,1,2.689980641,299,437.6831935,37104.73445,3.081921078,2.771017219,1.303931875,828.5341486
lab_13_3,1,2.373554342,299,74.26020233,3639.840848,1.341823113,2.092445125,1.147657283,625.6410924
lab_13_4,1,1.430111876,31,52.30356441,0,0,2.025806167,0.887700882,62.79999118
lab_13_5,0,0.394847894,187,271.0103279,459.0443725,0.289076363,1.453453479,0.379094138,271.7958005
lab_13_6,0,0.593210961,276,440.8518718,739.9228585,2.479908593,1.605960101,0.569319589,443.244988
lab_13_7,0,0.711484547,299,547.0501066,745.8082813,6.043279354,1.846631663,0.666028776,552.1428672
