uid,label,direction_kurtosis,direction_skew,direction_std,direction_x,direction_y,duration,e2e_distance,linearity,mean_step_speed,quadraticity,stddev_step_speed,track_length
lab_3_4,0,0.4590682538319104,2.321104099471852,0.08429993601208684,-0.013377926421404682,-0.030100334448160536,299.0,9.848857801796104,0.29890803252333115,0.08776825853865788,-22591033.516667206,0.022095498499940684,26.242709303058707
lab_3_5,0,4.650816708839221,-0.5804698315429084,0.14246882733859859,0.0,-0.020066889632107024,299.0,6.0,0.01498375574767116,0.115018798935133,-5541731.663958966,0.08643334260724865,34.39062088160477
lab_3_6,0,0.04189832034898844,-1.43710129282682,0.13532313236354998,0.023411371237458192,-0.013377926421404682,299.0,8.06225774829855,0.9720653317933358,0.1282289383020005,-85.5336380912419,0.05095832368886586,38.340452552298146
lab_3_7,0,-1.6974220421810222,-0.48728369303148134,0.06358016285921729,0.026755852842809364,0.0033444816053511705,299.0,8.06225774829855,0.7610145592533459,0.061555212854709405,-609.3099348741868,0.03131220366200077,18.405008643558112
lab_3_8,0,1.4589807064394553,-1.1544815187759225,0.11074650464442988,0.05351170568561873,-0.030100334448160536,299.0,18.35755975068582,0.8745527668902744,0.11567428027281162,-1482644.6525812377,0.05151487118882423,34.586609801570674
lab_3_9,0,13.77271366468129,-3.691767170918173,0.07860719756513093,0.023411371237458192,-0.06020066889632107,299.0,19.313207915827967,0.8716118204496244,0.07835651286223519,-134949.56054822638,0.06489654258815691,23.42859734580832
lab_3_10,0,1.8833188128254106,-0.27799040395442454,0.093627223135769,0.033444816053511704,-0.026755852842809364,299.0,12.806248474865697,0.8843340815062305,0.0895632416510553,-3040417.6786441044,0.05078300935617203,26.779409253665534
lab_3_11,0,32.0809050807818,0.5452299361675887,0.045696462523630035,0.07692307692307693,-0.043478260869565216,299.0,26.419689627245813,0.9998084749661535,0.0994428313359263,-4767.202825840798,0.0026093897032862814,29.73340656944196
lab_3_13,1,1.3421780436969861,-1.7942010986791188,4.276724846120338,7.0476190476190474,0.25396825396825395,63.0,444.28819475651164,0.004600890464765311,7.784264001902853,-0.6041603812664833,2.7256271704855126,490.40863211987977
lab_3_14,1,-2.1014470919479686,-0.21029486411604695,5.6173390737871784,-7.0588235294117645,1.0294117647058822,34.0,242.53865671269807,0.7711181702929132,8.43898841478399,0.02843937704122479,3.3503210302491664,286.92560610265565
lab_4_0,1,0.07424318281408837,-0.672557862850376,2.3324259605043363,9.88888888888889,-0.8533555555555571,45.0,446.65382210499445,0.98740015392927,9.948813522422304,-0.18255983930275588,2.2315150723867685,447.6966085090037
lab_4_1,0,29.177236870337172,-3.753017616337231,0.3026682899919756,1.30202,1.55145,300.0,607.6205941712311,0.9954372157180958,2.036008536141548,0.5166043465135057,0.22029643080499095,610.8025608424643
lab_4_2,0,0.32519642578462493,-1.9039131804887102,0.14551868818509614,1.2214066666666668,1.4354033333333334,300.0,565.4197800970531,0.9976019543119684,1.8885066021046002,-30.421626586869614,0.08327951213036437,566.55198063138
lab_4_3,0,-1.2348496804511955,-0.6205006121498661,0.16091733958084725,1.2941666666666667,1.4200933333333334,300.0,576.4008321333341,0.9973114726191284,1.9246629335085599,-20.440129928114743,0.11445269348028264,577.398880052568
lab_4_4,0,-0.7023816679148154,-0.5356007393756174,0.18139874472216652,1.142940909090909,0.867831818181818,220.0,315.71693926363844,0.9985989599034947,1.4417366154926852,-95.01292591398906,0.11724769702126003,317.18205540839074
lab_4_5,0,8.542616230414303,-2.211389039809883,0.1612603093689765,1.1758666666666666,1.2861866666666666,300.0,522.8044283821628,0.9980635819651503,1.7469425699873022,-99.96043745850493,0.10552300143962459,524.0827709961907
lab_4_6,0,1.8380933386427734,-0.000322093917814556,0.1915874253716188,1.2266083650190112,1.236266159695817,263.0,458.02203947845123,0.9979946883763271,1.7453765668005101,-100.87362342163495,0.15260563674991057,459.0340370685342
lab_4_7,0,1.8644957508310864,-3.3422491678701256,0.8021097832066915,1.2118545454545453,1.2669575757575755,165.0,289.2809503579521,0.9997088759219488,1.7550488967318767,0.8425647818257364,0.7980954908433349,289.58306796075965
lab_4_8,0,-2.154979276164057,1.1153580814022626,0.1324256342673597,1.5089166666666642,1.0671666666666668,36.0,66.53355367782478,0.9977473827145219,1.851739817486801,-902.790195921523,0.06534828485846363,66.66263342952483
lab_4_9,0,-2.2892028541252007,0.000913712377932252,0.19004213950829124,1.7371233333333331,1.5128000000000001,300.0,691.0531950356643,0.99657626085294,2.3090736284999136,-4.95114651426579,0.1022560910960443,692.722088549974
lab_4_10,0,-2.9999191573168,-1.6901815764969186e-05,0.11799374748029837,1.950933333333334,1.9369333333333334,15.0,41.23732062101029,0.9984970734425206,2.7516472731794948,-39384.62259294197,0.014540197288496589,41.27470909769242
lab_4_11,0,-1.253506256284823,1.3355296547534339,0.25976675057805704,1.327823529411765,1.7642941176470586,34.0,75.07650439385148,0.9991383140263537,2.2103572314889908,-61.357183187132826,0.24010150506345102,75.15214587062569
lab_4_13,0,-0.9574809394766186,-0.47208927237448894,0.16962487806982823,1.652025,1.4591892857142856,280.0,617.1710668996077,0.9963434206781174,2.2089467846980373,-58.197231318601894,0.08801519073872449,618.5050997154505
lab_4_14,0,2.6343897105401703,-0.10430277149590328,0.1971414952132691,1.0508773584905662,1.2992547169811322,106.0,177.13123465385772,0.9988714585834217,1.6795574321179398,-1674.6808819038692,0.10177250875431253,178.03308780450163
lab_4_15,0,2.314617553564762,1.8001886458188356,0.5811692175510602,1.3912560975609758,1.7195243902439026,82.0,181.3731316650843,0.9976330176852416,2.223714282091651,-6.965593085368745,0.5340506611687529,182.3445711315154
lab_4_16,0,1.6236333245355996,-0.5415425418497157,0.2347264483315335,2.0774299065420556,1.6898971962616824,107.0,286.54167582744395,0.9995830946286359,2.6833766458106654,-551.6161952992779,0.1614119970530834,287.1213011017412
lab_4_17,0,1.9278873004664776,-0.7930286528313396,0.15848705546676028,1.3946603773584907,1.5168553459119498,159.0,327.6298191572312,0.9985677404538085,2.064176439751495,-0.7127053999408213,0.10110133985637274,328.2040539204877
lab_4_19,0,-1.5906293279114792,1.344457777963385,0.21765148792572273,1.782102272727272,1.8552159090909093,88.0,226.37928727248874,0.9998096866021056,2.573194706936971,-440.31658756211783,0.2091787517687959,226.44113421045347
lab_4_20,0,30.08911148690141,6.7484914325549585,0.28754072401792063,1.140625,1.3515625,32.0,56.593396257867404,0.99908841006061,1.772961356174412,-22045.76663072471,0.2589097902980689,56.73476339758118
lab_4_21,0,-3.7833218941041693,0.6516919071039438,0.11981137620813119,2.1285806451612936,1.6811612903225805,31.0,84.08465764930017,0.9994349231249477,2.713152747227262,-16292.8801345713,0.10156664371928166,84.10773516404512
lab_4_22,0,-2.118406151524363,-1.2108729034339811,0.4302507594140091,1.0384615384615388,1.1346153846153846,26.0,39.99062390110963,0.9992016746911305,1.5417292068705992,-475.63798872447086,0.41706259305805327,40.08495937863558
lab_4_23,0,-3.9191207318903483,0.402022498986089,0.21278794608717985,1.3666999999999987,1.45,20.0,39.85156905317529,0.9999662724663421,1.9926114130412056,-10514.60148152443,0.21247907336471347,39.85222826082411
lab_5_0,0,292.99170740623896,0.1156225505494706,40.088021897840335,1.4361739130434785,1.2173277591973242,299.0,562.9211929009247,0.9989361287576549,5.154319338772918,-8.673046226152538,39.79983635917988,1541.1414822931026
lab_5_1,0,-2.240353941614695,1.2249581147421857,0.15148476622080437,1.8623953488372087,1.3259999999999994,43.0,98.30737110206941,0.9988097124820385,2.2887274534966746,-1709.6956363919737,0.10708274080386208,98.415280500357
lab_5_2,0,136.32450600620433,-10.362241133969935,0.1664863072316525,1.2522307692307693,1.3374648829431435,299.0,547.8226898303866,0.9984667785618001,1.83465399887059,-12.161475327052493,0.1365891922451599,548.5615456623065
lab_5_3,0,-2.028780638405862,-1.6520012845443999,0.02944442512460372,-0.06992857142857188,-0.11180357142857142,56.0,7.384793632864779,0.9951658290088452,0.1325357458542725,-36550.18561641769,0.026292469035726445,7.4220017678392605
lab_5_4,0,-3.385461962886752,-0.00044526798624222597,0.18963382844020568,1.6305666666666676,1.6613,30.0,69.83408057674994,0.9964412891710939,2.3322938706350125,-561.7722110781484,0.12260356573807803,69.96881611905037
lab_5_5,0,-1.7048846308229513,-0.7945158780973269,0.18008134155465821,1.5964705882352934,1.0642500000000004,68.0,130.47047850375958,0.999228281985468,1.9221327813161186,-66.02153712325995,0.1384964337679164,130.70502912949607
lab_5_6,1,-0.5488372602458562,0.4141542382408247,0.7732466648256088,2.3698518518518514,0.6704074074074073,54.0,132.99405094965712,0.9707352634990962,2.535990183037696,-13.879855785117973,0.4819834933197717,136.94346988403558
lab_5_7,0,-3.5,0.7071067811863258,0.0006871842709246226,1.4163333333333412,0.7935000000000135,6.0,9.740796938649403,0.9999999781206491,1.6234661876217027,-311.99603704852655,0.0006090832715265437,9.740797125730216
lab_5_8,0,5.82074993673885,-2.094241403723843,0.11003214076546858,-0.10086622073578592,-0.0833277591973243,299.0,39.119336727505974,0.9816504473702404,0.1415353571111954,-97.40320186757246,0.09587661147123337,42.31907177624742
lab_5_9,1,-2.3751790445337866,0.39068298050647116,0.6514012133467005,1.902024390243904,1.4544634146341473,41.0,98.17047915743314,0.9684164494415209,2.4263030104095327,-1361.8172020955528,0.5201325292837493,99.47842342679084
lab_5_10,0,-2.6715182968397944,-0.004584026725535158,0.22712087631599726,1.689366071428571,1.3027321428571434,112.0,238.93222159641843,0.9996977440347955,2.1357220937639836,-43.65774841517006,0.20333172402284114,239.20087450156618
lab_5_11,0,52.98683527521113,5.725296389655486,0.3232252759443344,1.8479299363057324,1.4175605095541401,157.0,365.65575870482337,0.9980816228968693,2.335711264338242,-138.93350414819037,0.27064795656912755,366.706668501104
lab_5_12,0,8.091039201922092,0.024824827266660576,0.3133305426924777,1.8675985401459854,1.4332408759124087,137.0,322.5209212392275,0.9980157880919909,2.358828174144672,-194.55473357705065,0.2760604813928626,323.1594598578201
lab_5_13,0,7.335450780761106,-0.763497078267289,0.16774332282085064,-0.10853846153846146,-0.06589297658862876,299.0,37.965326457176666,0.9192483899863161,0.17569567785044937,-677.0404428019297,0.11572092780693073,52.53300767728436
lab_5_14,0,-3.833333333333038,-0.4082482904644068,0.0004898979485543336,1.7745999999999982,1.804000000000002,10.0,25.305377215129596,0.9999999977955418,2.5305377456142306,-37065.50321085067,0.0003435427913795538,25.305377456142306
lab_5_15,0,4.966611508755641,1.0299829333204056,0.29174966837128274,1.8633143812709032,1.6300735785953175,299.0,740.2336879830585,0.9958439889516438,2.4823890343633854,-19.772241993658437,0.22790986409694186,742.2343212746522
lab_5_16,0,1.1165003615454876,0.121824955589378,0.2664116763693403,1.951698347107438,1.6400206611570247,242.0,616.924131434328,0.9971451866201115,2.5557845961780146,-65.40724860302687,0.1942536650077342,618.4998722750795
lab_5_17,0,-2.676471496297925,-0.15050312364010088,0.08233929813281701,1.5563711340206186,1.6996494845360826,97.0,223.54448098756544,0.9994246308003173,2.3056217512572084,-9.0896485058268,0.04458225255686794,223.64530987194922
lab_5_18,0,0.8310487780214402,0.5379338726423403,0.31680423702657456,1.7357429718875503,1.5239638554216868,249.0,575.1452373870446,0.9956753361629309,2.3230163946453817,-85.29156800639025,0.19806375714784516,578.4310822667001
lab_5_19,0,55.76831041823097,2.5537941483054816,1.437395778987683,1.4429665551839466,1.124953177257525,299.0,547.0696812381399,0.9860958616769174,1.9925158511983594,-2.0125044289601806,1.2015237569753292,595.7622395083094
lab_5_20,0,32.611544317679595,-2.7375079020552353,0.27558035445472073,1.4130434782608696,1.1270903010033444,299.0,540.4398671452726,0.9847303847853218,1.8202990203143512,-1.994484294774943,0.17169865018511138,544.269407073991
lab_5_21,0,-1.1203063121188377,0.7902089305141409,0.1283434646938352,1.1692406779661018,1.1250949152542373,295.0,478.67896014447933,0.9991493590262426,1.6249077258602147,-116.07693464245963,0.09544243663576281,479.34777912876336
lab_5_22,0,0.9817230654721816,0.5055983970539365,0.26836838949914366,1.8608113879003556,1.5462953736654803,281.0,679.8602294773536,0.9973637196849024,2.4265815024056496,-48.19235129767663,0.1933189298129439,681.8694021759875
lab_5_23,0,-0.19645688456634947,0.8512762490573677,0.15707129328005334,1.1804526315789472,1.1880210526315789,285.0,477.31012081978736,0.9982230170174948,1.6797148563418405,-82.88456890239425,0.08995459662899596,478.7187340574245
lab_5_24,1,-0.40854302437074796,-0.2181774534270618,1.3169110412576985,5.541638888888887,0.9986111111111092,36.0,202.7122430959708,0.8375916005167777,5.738974968480667,-23.825678924586093,0.7109196352745999,206.60309886530402
lab_5_25,1,-2.4764304513227,-1.7447329337207511,0.09700850478178229,3.0326999999999997,-0.13360000000000127,10.0,30.35641324333295,0.9922310185587252,3.03575590733331,-3553.6632474592757,0.09335400950635356,30.357559073333096
lab_5_26,0,-3.325152438806364,0.06839240506658907,0.1944579554036115,1.9977222222222217,1.5896444444444442,90.0,229.77096128318738,0.9956280863883357,2.5584624565284937,-2046.3626396824804,0.09973611115097425,230.26162108756444
lab_5_27,0,64.58105154139932,6.685636219007593,0.5740486966262452,1.5747630522088354,1.2189598393574295,249.0,495.8628387941568,0.9973823551364854,2.0096926735001666,0.7956600759891969,0.5063684673697809,500.4134757015415
lab_5_28,0,0.9591501203604051,-1.4533466850101757,0.16484654308839708,1.241391304347826,1.4858858695652175,184.0,356.26264113010785,0.9986217033187643,1.9400223699645152,-12.075206862494886,0.11134080424283026,356.9641160734708
lab_5_29,0,-0.2668156205177663,-0.9095090162683926,0.21434366233223412,1.7773902439024387,1.5461097560975607,246.0,579.5151993632263,0.9979799697424792,2.3630760348729223,-91.1719995804297,0.10670668212859624,581.3167045787388
lab_5_30,0,-0.4196065987618205,-0.28173171082900317,0.19815756317783145,1.286645569620253,1.6872848101265823,158.0,335.2574911631357,0.9968601103665198,2.1268318265398825,-4.176444845170632,0.13505426231306875,336.0394285933014
lab_5_31,0,-3.1136994567686944,1.331086512966221,0.10008836123846702,1.4207631578947377,1.6220263157894734,38.0,81.93858608738621,0.9998497379870458,2.1564618092033787,-1057.1492233731315,0.09605969731004248,81.94554874972839
lab_5_32,0,-1.6223206291549896,0.8311658379000173,0.07816728052799105,1.2467811158798283,1.3040042918454937,233.0,420.36263141364026,0.9996011890453852,1.8052286128551582,-113.21007490813255,0.0463694203133856,420.6182667952519
lab_5_33,0,-0.34505630978301394,-0.6972811508193779,0.1883328386101834,1.88954716981132,1.3473207547169814,53.0,122.99725110749425,0.9992249126900329,2.324296813027442,-623.3722852575443,0.13702301296698435,123.18773109045443
lab_5_34,0,7.048331586497963,-2.1574683414554596,0.1697768555960145,1.2187042253521128,1.2989061032863851,213.0,379.37907420547066,0.9986200791085303,1.7865763414884097,-87.71619231542321,0.09677918565307964,380.5407607370313
lab_5_35,0,23.518687784753922,-4.401220106848356,0.3110771761385502,0.9875858585858588,1.0082373737373735,198.0,279.44446662082964,0.9991338774499483,1.427797608082581,-829.5652978235923,0.22367706576133142,282.703926400351
lab_5_36,0,1.137711058983797,1.68407098275102,0.09581721122903347,1.6038376963350787,1.6771413612565444,191.0,443.2310666514702,0.9993080383293896,2.3220964267286264,-53.661983342956155,0.04634247257883517,443.52041750516764
lab_5_37,0,-3.0974194011269236,-0.8638388733484136,0.05874363930910504,1.1828358208955223,1.3258731343283583,134.0,238.09202609285344,0.9992998224492943,1.7774714391724473,-138.96215006780588,0.03295824043840943,238.18117284910795
lab_5_38,0,10.066952643846921,3.1894842885614256,0.05020025622884183,1.2606382978723405,1.4024840425531917,188.0,354.52684932033003,0.9999071881351608,1.8860332143939011,-90.68135795964321,0.03961297271432089,354.5742443060534
lab_5_39,1,-1.0461418671454674,0.6313595255824807,1.4497573207405636,1.1039671052631579,1.2353618421052637,152.0,251.8279123409477,0.7847170823716795,1.9578281908274375,-44821.813868276586,1.0067608031081912,297.5898850057705
lab_5_40,0,0.8723865501680241,2.0450646420048595,0.0977145913650852,1.719277777777778,1.607475308641975,162.0,381.29903022431097,0.9990373485933081,2.3551056756217634,-216.44338460355064,0.054021690772432254,381.52711945072565
lab_5_41,0,2.732256515393786,0.015693353779186653,0.21534008691885342,1.3033167701863353,1.5879937888198756,161.0,330.7505441340951,0.9993616082208407,2.062433676634654,-11.854192019117008,0.1144445686650364,332.0518219381793
lab_5_42,1,1.054358319494351,-0.516154542221019,2.3016634964034988,0.8588709677419356,1.0887096774193548,124.0,171.95130124543985,0.7493700290899772,2.4195845342468076,-51.583354162476624,1.1688514162401316,300.02848224660414
lab_5_43,0,-0.37711819319758266,-1.0419228672932714,0.27075287032205775,1.009485436893204,0.9697864077669895,103.0,144.18331759603808,0.9966754380943412,1.408624355134995,-2501.4988271545217,0.2205245267475146,145.0883085789045
lab_5_44,0,-3.9997193615199644,-0.0001731005201383857,0.13065559440387783,1.061157894736842,0.9846578947368428,38.0,55.009607024591645,0.9982533159143961,1.4488889096617015,-145089.1309826722,0.11575430462092652,55.05777856714466
lab_5_45,0,-0.16017053694646943,0.01883306151240438,0.1333786796656391,1.638461538461538,1.8307692307692307,65.0,159.69737004722398,0.999128279058959,2.4589262210173914,-339.80104646112505,0.08799943824589314,159.83020436613043
lab_5_46,0,5.686838547035768,-0.7998661665820563,0.29336037108390295,1.3266346153846156,1.6639615384615385,52.0,110.66019564866131,0.9957491365659636,2.1447179824254503,-1019.3124157288622,0.12236211586666186,111.52533508612342
lab_5_47,0,6.822222222218439,1.1961340713829274,0.0004810456929176612,1.5148181818181827,1.5640909090909092,22.0,47.90271783521267,0.9999999991473805,2.1773962882565048,-18725.52492773261,0.000362159530291532,47.9027183416431
lab_6_0,0,54.203956404431736,-5.75670717201261,0.12948811113959338,-0.016585284280936464,-0.04236789297658865,299.0,13.604040024933775,0.048209675315845246,0.1057823276969028,-2479174.120866201,0.0874493000742711,31.628915981373936
lab_6_1,0,27.27088795795829,0.28411893944714706,0.16441293393615344,-0.006889632107023419,-0.023816053511705716,299.0,7.4129778766700865,0.5565237628082456,0.1251708894724664,-103.1811011483445,0.1094464833131157,37.42609595226746
lab_6_2,0,18.358576328371626,3.801721893063604,0.1077650218796273,-0.015866220735785953,-0.02259531772575251,299.0,8.255245120527919,0.8058038935706225,0.08623568958325038,-277.7087603098592,0.07027795619098652,25.784471185391865
lab_6_4,0,-0.5013130301236854,-0.6973751615258371,0.12529870896356674,-0.03177591973244139,-0.02674916387959863,299.0,12.419219178354144,0.6460885085226868,0.11328288778620368,-24969934.5391299,0.06776415457935829,33.8715834480749
lab_6_5,0,2.769621664852245,3.675868703878643,0.015011476705587754,-0.024193548387096774,-0.024193548387096774,62.0,2.1213203435596424,1.0,0.03421484425096198,-9241858.637885364,0.015011476705587758,2.121320343559643
lab_6_6,1,-0.40640495231311835,0.5854209161746418,1.9316788311975044,2.9743206896551726,0.984451724137931,290.0,908.571840247099,0.9282311920511858,3.416947817496795,-2.2872468660652414,1.3680568268421496,990.9148670740706
lab_6_7,0,-6.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0
